police_id,time_period,division,complaints,race,gender,age,experience
109495,10,0,0,4,1,32,333
109495,12,7,0,4,1,33,603
109495,13,7,1,4,1,34,791
109495,14,7,0,4,1,34,920
109495,15,7,0,4,1,34,1096
109495,16,7,1,4,1,35,1374
109495,17,7,0,4,1,36,1516
109496,11,5,0,4,1,30,378
109496,12,5,3,4,1,31,592
109496,13,5,0,4,1,31,741
109496,14,5,1,4,1,32,920
109496,15,5,0,4,1,33,1191
109496,16,5,0,4,1,33,1283
109496,17,5,0,4,1,34,1553
109498,12,7,1,5,0,27,603
109498,13,7,0,5,0,28,738
109498,14,7,0,5,0,28,1001
109498,15,7,0,5,0,29,1094
109498,16,7,0,5,0,29,1283
109499,12,7,0,5,1,24,603
109499,13,7,0,5,1,25,865
109499,14,7,0,5,1,25,920
109499,15,7,1,5,1,26,1094
109499,16,7,0,5,1,26,1283
109501,12,7,2,4,1,27,625
109501,13,7,0,4,1,28,738
109501,14,7,0,4,1,28,937
109501,15,7,1,4,1,29,1096
109501,16,7,0,4,1,29,1394
109501,17,7,0,4,1,30,1458
109502,11,0,1,4,1,28,378
109502,12,0,1,4,1,28,378
109502,13,0,0,4,1,30,771
109502,15,7,2,4,1,30,1103
109503,11,2,0,4,1,32,455
109503,12,2,0,4,1,33,601
109503,13,2,1,4,1,33,738
109503,14,2,0,4,1,34,920
109504,10,0,4,4,1,26,310
109504,11,0,1,4,1,26,375
109504,12,0,1,4,1,26,375
109504,13,0,2,4,1,27,738
109504,14,0,2,4,1,28,1030
109505,11,3,3,1,1,33,464
109505,12,3,0,1,1,33,464
109505,13,3,3,1,1,34,738
109505,14,3,1,1,1,35,970
109505,15,3,2,1,1,35,1094
109505,16,3,0,1,1,35,1283
109505,17,3,0,1,1,36,1458
109507,10,2,1,4,1,27,325
109507,11,2,0,4,1,27,374
109507,12,2,1,4,1,28,592
109507,13,2,1,4,1,28,850
109507,14,2,0,4,1,29,969
109507,15,2,0,4,1,29,1095
109507,16,2,0,4,1,30,1283
109507,17,2,2,4,1,30,1458
109510,12,2,0,4,1,27,604
109510,13,2,0,4,1,27,738
109510,14,2,0,4,1,27,920
109510,15,2,0,4,1,28,1095
109510,16,2,0,4,1,28,1283
109510,17,2,0,4,1,29,1458
109512,12,7,0,4,1,26,604
109512,13,7,1,4,1,27,804
109512,14,7,0,4,1,27,920
109512,15,7,0,4,1,27,1145
109512,16,7,0,4,1,28,1283
109512,17,7,0,4,1,28,1458
109513,11,0,1,4,1,25,465
109513,12,0,1,4,1,26,686
109513,13,0,0,4,1,26,769
109513,15,7,0,4,1,27,1151
109513,16,7,0,4,1,28,1283
109513,17,7,0,4,1,28,1459
109514,11,0,1,5,1,27,378
109514,12,0,0,5,1,28,596
109514,13,0,1,5,1,28,774
109514,14,0,5,5,1,29,920
109514,15,0,0,5,1,29,1094
109514,16,0,0,5,1,30,1346
109514,17,0,0,5,1,30,1459
109515,10,2,0,4,1,41,325
109515,12,5,1,4,1,42,604
109515,13,5,1,4,1,43,738
109515,15,6,0,4,1,44,1103
109515,16,6,0,4,1,44,1283
109515,17,6,3,4,1,45,1561
109516,12,2,1,4,1,28,604
109516,13,2,0,4,1,29,853
109516,14,2,1,4,1,29,972
109516,15,2,0,4,1,30,1086
109516,16,2,0,4,1,30,1283
109516,17,2,0,4,1,31,1458
109519,12,7,5,4,1,26,603
109519,13,7,1,4,1,27,738
109519,14,7,1,4,1,27,980
109519,15,7,0,4,1,28,1154
109519,16,7,4,4,1,28,1350
109519,17,7,1,4,1,29,1461
109521,11,0,1,4,1,30,387
109521,12,0,0,4,1,30,596
109521,13,0,1,4,1,31,738
109521,14,0,0,4,1,31,1021
109521,15,0,1,4,1,32,1231
109521,16,0,1,4,1,32,1324
109521,17,0,1,4,1,33,1484
109522,12,0,1,4,1,30,603
109522,13,0,0,4,1,31,738
109522,14,0,3,4,1,31,1042
109522,15,0,0,4,1,32,1101
109522,16,0,0,4,1,32,1283
109522,17,0,0,4,1,32,1458
109524,12,0,0,4,1,27,685
109524,13,0,2,4,1,27,738
109524,15,1,1,4,1,28,1103
109525,11,5,0,3,1,30,433
109525,12,5,4,3,1,30,433
109525,13,5,2,3,1,31,738
109525,14,5,0,3,1,32,920
109525,15,5,1,3,1,32,1094
109525,16,5,0,3,1,33,1283
109525,17,5,0,3,1,33,1459
109526,12,7,0,4,1,27,625
109526,13,7,0,4,1,27,776
109526,14,7,0,4,1,28,920
109526,15,7,1,4,1,28,1152
109526,16,7,0,4,1,29,1283
109527,12,4,2,4,1,27,604
109527,13,4,2,4,1,27,738
109527,15,5,0,4,1,28,1109
109527,16,5,0,4,1,29,1283
109527,17,5,2,4,1,30,1597
109528,10,1,1,4,1,28,321
109528,12,7,1,4,1,28,603
109528,13,7,2,4,1,29,738
109528,15,1,0,4,1,30,1173
109528,16,1,0,4,1,30,1283
109528,17,1,0,4,1,31,1459
109530,11,4,1,0,1,27,378
109530,12,4,0,0,1,28,579
109530,13,4,0,0,1,28,738
109530,14,4,0,0,1,29,1036
109530,15,4,0,0,1,30,1217
109530,16,4,0,0,1,30,1283
109530,17,4,2,0,1,30,1488
109531,11,2,0,4,1,48,378
109531,12,2,0,4,1,48,592
109531,13,2,0,4,1,49,738
109531,14,2,0,4,1,49,989
109531,15,2,0,4,1,50,1095
109531,16,2,0,4,1,50,1283
109531,17,2,0,4,1,51,1518
109532,12,7,0,4,1,38,618
109532,13,7,0,4,1,38,738
109533,11,0,1,4,1,25,378
109533,12,0,4,4,1,26,592
109533,13,0,1,4,1,26,738
109533,14,0,1,4,1,27,920
109533,15,0,4,4,1,27,1103
109533,16,0,0,4,1,28,1318
109533,17,0,0,4,1,28,1572
109534,12,7,0,0,1,26,617
109534,13,7,1,0,1,26,738
109534,14,7,0,0,1,27,920
109534,15,7,0,0,1,27,1096
109534,16,7,0,0,1,28,1283
109534,17,7,0,0,1,28,1458
109535,12,7,2,1,0,40,604
109535,13,7,2,1,0,40,738
109535,15,5,0,1,0,42,1155
109535,16,5,2,1,0,42,1283
109535,17,5,1,1,0,42,1492
109536,10,2,0,4,1,48,321
109536,12,6,1,4,1,49,603
109536,13,6,2,4,1,49,771
109536,14,6,1,4,1,50,920
109536,15,6,1,4,1,50,1095
109536,16,6,0,4,1,51,1283
109536,17,6,1,4,1,51,1459
109542,12,7,1,4,1,29,603
109542,13,7,2,4,1,29,738
109542,15,6,0,4,1,30,1103
109542,17,4,0,4,1,31,1459
109543,11,6,3,4,1,25,385
109543,12,6,0,4,1,25,385
109543,13,6,1,4,1,26,769
109543,14,6,2,4,1,27,920
109543,15,6,1,4,1,27,1191
109543,16,6,3,4,1,28,1315
109543,17,6,0,4,1,28,1507
109544,11,0,1,3,1,25,496
109544,12,0,0,3,1,25,593
109544,13,0,1,3,1,26,769
109544,15,1,0,3,1,27,1227
109544,16,1,0,3,1,27,1316
109544,17,1,0,3,1,28,1476
109545,10,3,0,4,1,23,310
109545,11,3,0,4,1,23,374
109545,12,3,1,4,1,24,595
109545,13,3,1,4,1,25,762
109545,14,3,6,4,1,25,1035
109545,15,3,0,4,1,25,1103
109545,16,3,2,4,1,26,1283
109545,17,3,1,4,1,26,1458
109546,11,2,2,4,1,25,475
109546,12,2,1,4,1,25,592
109546,13,2,2,4,1,26,738
109546,14,2,1,4,1,26,972
109546,15,2,0,4,1,27,1228
109546,16,2,3,4,1,28,1364
109546,17,2,0,4,1,28,1469
109547,10,4,0,4,1,37,322
109547,11,4,0,4,1,37,374
109547,12,4,0,4,1,38,686
109547,13,4,0,4,1,38,738
109547,14,4,1,4,1,39,920
109547,15,4,0,4,1,39,1109
109547,16,4,0,4,1,40,1331
109547,17,4,0,4,1,40,1458
109548,11,2,0,4,0,29,378
109548,12,2,1,4,0,30,592
109550,10,4,2,4,1,28,321
109550,11,4,6,4,1,28,374
109550,12,4,5,4,1,29,686
109550,13,4,0,4,1,29,790
109550,15,5,0,4,1,31,1194
109550,16,5,0,4,1,31,1283
109550,17,5,0,4,1,32,1581
109551,11,5,0,4,1,25,426
109551,12,5,0,4,1,26,673
109551,13,5,0,4,1,26,790
109551,14,5,1,4,1,27,920
109551,15,5,0,4,1,27,1094
109551,17,2,0,4,1,29,1583
110059,10,2,3,4,0,26,321
110059,11,2,0,4,0,26,374
110059,12,2,3,4,0,27,699
110059,13,2,3,4,0,27,757
110059,14,2,5,4,0,27,972
110059,16,1,0,4,0,29,1380
110059,17,1,1,4,0,29,1592
110060,12,7,0,4,1,26,615
110060,13,7,0,4,1,27,860
110060,14,7,0,4,1,27,920
110060,15,7,1,4,1,28,1227
110060,16,7,0,4,1,28,1363
110060,17,7,0,4,1,29,1458
110062,12,4,0,1,1,28,661
110062,13,4,1,1,1,28,797
110062,14,4,2,1,1,28,920
110062,15,4,0,1,1,29,1109
110062,16,4,1,1,1,29,1283
110062,17,4,1,1,1,30,1568
110063,11,3,3,4,1,45,378
110063,12,3,3,4,1,45,592
110063,13,3,0,4,1,46,738
110063,14,3,2,4,1,46,920
110063,15,3,2,4,1,47,1095
110063,16,3,1,4,1,47,1283
110063,17,3,5,4,1,48,1458
110064,11,0,0,4,1,24,378
110064,12,0,1,4,1,24,592
110064,13,0,0,4,1,25,738
110064,14,0,0,4,1,25,926
110064,15,0,0,4,1,26,1086
110064,16,0,0,4,1,26,1283
110066,11,6,1,4,1,24,378
110066,12,6,1,4,1,24,592
110066,13,6,0,4,1,25,855
110066,14,6,1,4,1,25,951
110066,15,6,0,4,1,26,1095
110066,16,6,0,4,1,26,1283
110066,17,6,1,4,1,27,1458
110067,12,7,0,1,1,44,618
110067,13,7,0,1,1,44,738
110067,15,6,0,1,1,45,1106
110067,17,0,0,1,1,46,1527
110068,12,4,1,1,1,24,604
110068,13,4,3,1,1,24,738
110068,14,4,2,1,1,25,937
110068,15,4,1,1,1,25,1109
110068,16,4,1,1,1,26,1283
110068,17,4,0,1,1,26,1488
110069,12,5,0,4,1,27,604
110070,11,6,1,3,1,27,378
110070,12,6,1,3,1,27,592
110070,13,6,0,3,1,28,738
110070,14,6,0,3,1,28,951
110070,15,6,0,3,1,29,1103
110070,16,6,0,3,1,29,1283
110070,17,6,0,3,1,30,1458
110071,11,5,0,4,1,24,378
110071,12,5,0,4,1,24,593
110071,13,5,2,4,1,25,741
110071,14,5,1,4,1,25,920
110071,15,5,0,4,1,26,1086
110071,16,5,0,4,1,26,1283
110071,17,5,4,4,1,27,1458
110073,11,2,0,4,0,24,378
110073,12,2,1,4,0,25,668
110073,13,2,0,4,0,25,766
110073,14,2,0,4,0,26,920
110073,15,2,0,4,0,26,1095
110074,11,4,0,4,1,45,381
110074,12,4,0,4,1,45,592
110074,13,4,0,4,1,46,738
110074,14,4,0,4,1,46,920
110074,15,4,0,4,1,47,1121
110074,16,4,0,4,1,47,1283
110074,17,4,0,4,1,48,1488
110077,12,4,0,4,1,23,604
110077,13,4,0,4,1,24,755
110077,14,4,1,4,1,24,920
110077,15,4,0,4,1,25,1189
110077,16,4,0,4,1,25,1411
110077,17,4,0,4,1,26,1488
110079,11,5,2,4,0,29,479
110079,12,5,1,4,0,30,592
110079,13,5,3,4,0,30,855
110081,12,4,1,5,1,27,604
110081,13,4,2,5,1,28,738
110081,14,4,1,5,1,28,993
110081,15,4,1,5,1,29,1204
110081,16,4,2,5,1,29,1331
110081,17,4,0,5,1,30,1503
110083,11,3,1,1,1,30,400
110083,12,3,1,1,1,31,592
110083,13,3,0,1,1,31,738
110083,14,3,0,1,1,32,920
110083,15,3,0,1,1,32,1095
110083,16,3,3,1,1,33,1283
110083,17,3,3,1,1,33,1458
110084,12,7,0,4,1,27,604
110084,13,7,0,4,1,28,786
110084,14,7,0,4,1,28,920
110084,15,7,1,4,1,28,1133
110090,11,0,2,4,1,25,482
110090,12,0,1,4,1,26,658
110090,13,0,0,4,1,26,738
110090,14,0,3,4,1,27,920
110090,15,0,0,4,1,27,1106
110090,16,0,2,4,1,28,1283
110090,17,0,1,4,1,29,1583
110092,12,7,3,4,1,32,603
110092,13,7,0,4,1,33,868
110092,15,4,4,4,1,34,1161
110094,11,5,3,4,1,28,378
110094,12,5,0,4,1,29,592
110094,13,5,1,4,1,29,738
110094,14,5,3,4,1,30,920
110094,15,5,2,4,1,30,1186
110094,16,5,2,4,1,31,1283
110094,17,5,1,4,1,31,1458
110096,11,0,2,1,1,25,482
110096,12,0,0,1,1,26,593
110096,13,0,0,1,1,26,738
110096,14,0,0,1,1,27,1028
110096,15,0,2,1,1,27,1092
110096,16,0,0,1,1,28,1329
110096,17,0,1,1,1,28,1458
110097,11,6,0,4,0,26,461
110097,12,6,0,4,0,27,686
110097,13,6,1,4,0,27,779
110097,14,6,2,4,0,27,979
110097,15,6,0,4,0,28,1095
110097,16,6,1,4,0,28,1283
110097,17,6,0,4,0,29,1458
120548,17,7,1,4,0,28,1528
134862,11,2,0,4,1,31,342
134862,12,2,2,4,1,31,481
134862,13,2,0,4,1,32,709
134862,14,2,0,4,1,32,842
134862,15,2,0,4,1,33,1074
134862,16,2,0,4,1,33,1163
134864,12,6,2,3,1,25,483
134864,13,6,1,3,1,25,716
134864,14,6,1,3,1,26,820
134864,15,6,3,3,1,26,1081
134864,16,6,1,3,1,27,1265
134865,12,5,2,4,1,28,484
134865,13,5,1,4,1,28,709
134865,14,5,1,4,1,29,800
134865,15,5,1,4,1,29,1074
134865,16,5,0,4,1,30,1188
134867,12,6,0,4,1,25,484
134867,13,6,1,4,1,25,716
134867,15,5,0,4,1,26,1074
134867,16,5,0,4,1,27,1163
134867,17,5,0,4,1,27,1461
134868,11,1,0,4,1,25,342
134868,12,1,0,4,1,25,514
134868,13,1,1,4,1,26,716
134868,14,1,0,4,1,26,920
134868,15,1,0,4,1,27,1074
134868,16,1,0,4,1,27,1163
134869,12,7,0,4,1,24,483
134869,13,7,1,4,1,25,709
134869,14,7,0,4,1,25,800
134869,15,7,0,4,1,26,1074
134869,16,7,0,4,1,26,1163
134869,17,7,1,4,1,27,1435
134870,11,5,0,4,0,29,342
134870,12,5,1,4,0,29,478
134870,13,5,2,4,0,30,733
134870,15,6,0,4,0,31,1074
134870,16,6,1,4,0,31,1163
134871,12,4,1,4,1,26,484
134871,13,4,4,4,1,27,743
134871,14,4,3,4,1,28,934
134871,15,4,0,4,1,28,978
134871,16,4,0,4,1,29,1216
134871,17,4,1,4,1,29,1435
134872,12,7,0,4,1,25,565
134872,13,7,2,4,1,25,618
134872,15,4,1,4,1,26,983
134872,16,4,0,4,1,27,1245
134872,17,4,2,4,1,27,1245
134874,12,4,2,4,1,25,484
134874,13,4,1,4,1,26,716
134874,14,4,0,4,1,26,800
134874,15,4,0,4,1,27,1081
134874,16,4,1,4,1,27,1163
134875,12,1,0,1,1,30,483
134875,13,1,0,1,1,30,706
134875,15,6,0,1,1,31,1074
134875,16,6,0,1,1,32,1163
134878,12,6,1,4,1,25,562
134878,13,6,1,4,1,26,709
134878,14,6,0,4,1,26,800
134878,15,6,1,4,1,27,1074
134878,16,6,1,4,1,27,1163
134878,17,6,1,4,1,28,1435
134879,11,6,0,4,1,28,342
134879,12,6,0,4,1,29,485
134879,13,6,0,4,1,29,752
134879,15,2,0,4,1,30,1074
134879,16,2,0,4,1,31,1293
134882,11,2,0,4,1,27,373
134882,12,2,0,4,1,27,565
134882,13,2,1,4,1,28,716
134882,14,2,0,4,1,28,800
134882,15,2,0,4,1,29,1074
134884,12,2,0,1,1,26,499
134884,13,2,0,1,1,26,618
134884,14,2,0,1,1,27,875
134884,15,2,0,1,1,27,975
134884,16,2,0,1,1,28,1245
134885,11,2,0,4,1,23,342
134885,12,2,0,4,1,24,472
134885,13,2,2,4,1,24,709
134885,15,7,0,4,1,25,1074
134886,12,3,0,4,1,31,483
134886,13,3,4,4,1,32,709
134886,14,3,0,4,1,32,902
134886,15,3,2,4,1,33,1074
134889,12,5,0,4,1,25,484
134889,13,5,0,4,1,26,709
134889,14,5,0,4,1,26,800
134892,11,2,0,4,1,23,342
134892,12,2,0,4,1,24,472
134892,13,2,1,4,1,24,709
134892,15,7,0,4,1,25,1074
134892,16,7,0,4,1,26,1163
134892,17,7,0,4,1,26,1339
134893,11,1,1,4,1,25,344
134893,12,1,0,4,1,25,492
134893,13,1,0,4,1,26,716
134893,14,1,1,4,1,26,889
134893,15,1,0,4,1,27,1074
134893,16,1,0,4,1,27,1163
134895,11,6,3,4,1,29,342
134895,12,6,6,4,1,30,533
134895,13,6,6,4,1,30,618
134895,15,3,0,4,1,31,983
134895,16,3,5,4,1,31,1163
134895,17,3,1,4,1,31,1163
134895,18,3,0,4,1,32,1527
134898,12,7,0,4,1,23,483
134898,13,7,0,4,1,24,709
134898,14,7,1,4,1,24,860
134898,15,7,0,4,1,25,1074
134898,16,7,0,4,1,25,1230
134899,11,0,0,4,1,23,342
134899,12,0,0,4,1,23,431
134899,13,0,1,4,1,24,709
134899,14,0,0,4,1,24,820
134899,15,0,0,4,1,25,1081
134899,16,0,0,4,1,25,1163
134901,12,7,0,4,1,25,483
134901,13,7,0,4,1,26,752
134901,14,7,0,4,1,26,800
134902,11,5,0,4,1,25,359
134902,12,5,3,4,1,25,472
134903,11,5,0,4,1,34,339
134903,12,5,0,4,1,34,472
134903,13,5,1,4,1,35,709
134903,14,5,0,4,1,35,896
134903,15,5,2,4,1,36,1074
134903,16,5,3,4,1,36,1163
134903,17,5,1,4,1,37,1340
137872,12,3,1,4,1,29,452
137872,13,3,3,4,1,29,627
137872,14,3,0,4,1,30,769
137872,15,3,0,4,1,30,1052
137872,16,3,0,4,1,31,1265
137872,17,3,2,4,1,31,1372
140777,12,4,0,3,0,24,423
140777,13,4,0,3,0,24,557
140777,14,4,0,3,0,25,739
140777,15,4,1,3,0,25,922
140777,16,4,0,3,0,26,1102
140779,12,1,0,4,1,24,504
140779,13,1,0,4,1,25,684
140779,14,1,1,4,1,25,868
140779,15,1,0,4,1,25,974
140779,16,1,0,4,1,26,1102
140779,17,1,0,4,1,26,1102
140781,11,3,0,4,1,28,320
140784,12,0,3,4,0,32,422
140784,13,0,0,4,0,32,623
140784,14,0,0,4,0,33,840
140784,15,0,0,4,0,34,1030
140786,12,7,0,4,1,23,422
140786,13,7,0,4,1,23,557
140786,14,7,0,4,1,24,739
140786,15,7,1,4,1,25,1050
140786,16,7,0,4,1,25,1102
140786,17,7,0,4,1,25,1277
140787,12,0,0,4,0,25,470
140787,13,0,0,4,0,25,557
140787,14,0,0,4,0,26,739
140787,15,0,1,4,0,27,1008
140787,16,0,0,4,0,27,1102
140787,17,0,0,4,0,27,1102
140788,12,3,1,4,1,28,429
140788,13,3,1,4,1,28,557
140788,14,3,0,4,1,28,739
140788,15,3,1,4,1,29,1010
140788,16,3,0,4,1,29,1102
140789,12,6,3,4,1,29,422
140789,13,6,0,4,1,30,560
140789,14,6,1,4,1,30,780
140789,15,6,0,4,1,30,780
140789,16,6,0,4,1,31,1102
140790,12,3,2,4,1,30,422
140790,13,3,2,4,1,31,588
140790,14,3,1,4,1,31,739
140790,15,3,0,4,1,32,914
140791,12,0,0,4,1,24,518
140791,13,0,1,4,1,24,557
140791,14,0,0,4,1,25,847
140791,15,0,0,4,1,25,847
140791,16,0,0,4,1,25,1102
140792,10,4,0,4,1,25,156
140792,11,4,0,4,1,26,337
140792,12,4,0,4,1,26,463
140796,12,5,0,4,1,29,506
140796,13,5,0,4,1,29,557
140796,15,3,0,4,1,30,922
140796,16,3,0,4,1,31,1188
140796,17,3,0,4,1,31,1188
140800,11,2,0,4,1,25,301
140800,12,2,0,4,1,25,301
140800,13,2,0,4,1,26,557
140800,14,2,0,4,1,27,875
140800,15,2,0,4,1,27,1036
140800,16,2,0,4,1,27,1127
140803,11,1,1,4,1,33,303
140804,12,0,1,4,1,32,422
140804,13,0,0,4,1,33,557
140804,15,7,1,4,1,34,922
140804,16,7,1,4,1,34,1102
140804,17,7,0,4,1,34,1102
140805,11,1,0,4,1,28,308
140805,12,1,0,4,1,29,418
140805,13,1,0,4,1,29,689
140805,15,2,0,4,1,30,973
140805,16,2,0,4,1,31,1180
140805,17,2,0,4,1,31,1288
140806,11,0,0,4,1,32,308
140806,12,0,1,4,1,32,355
140806,13,0,4,4,1,33,644
140806,15,7,1,4,1,34,1043
140806,16,7,1,4,1,34,1190
140808,12,0,1,4,1,23,475
140808,13,0,2,4,1,23,559
140808,14,0,1,4,1,24,741
140808,15,0,0,4,1,24,922
140808,16,0,0,4,1,24,922
140808,17,0,1,4,1,25,15
146768,12,0,2,4,1,28,375
146768,13,0,1,4,1,28,496
146772,12,3,2,4,0,26,375
146772,13,3,1,4,0,27,495
146772,14,3,0,4,0,27,752
146772,15,3,0,4,0,27,836
146772,16,3,0,4,0,28,1119
146772,17,3,0,4,0,29,1338
146773,12,4,2,4,1,27,392
146773,13,4,0,4,1,27,495
146773,14,4,0,4,1,28,752
146773,15,4,0,4,1,29,974
146773,16,4,0,4,1,29,1119
146774,12,0,4,3,1,34,375
146774,13,0,0,3,1,34,614
146774,15,7,0,3,1,35,860
146774,16,7,1,3,1,36,1124
146775,12,1,0,4,1,24,397
146775,13,1,2,4,1,24,582
146775,16,1,0,4,1,26,1122
146775,17,1,1,4,1,26,1122
146777,12,0,0,1,1,27,380
146777,13,0,1,1,1,28,495
146777,14,0,0,1,1,29,779
146777,15,0,1,1,1,29,779
146777,16,0,0,1,1,29,1122
151122,13,1,2,4,0,25,418
151122,15,0,0,4,0,26,741
151122,16,0,0,4,0,26,918
151122,17,0,0,4,0,27,1093
151123,12,7,0,3,1,23,350
151123,13,7,1,3,1,23,535
151123,14,7,0,3,1,24,724
151123,15,7,0,3,1,24,881
151123,16,7,2,3,1,25,1092
151123,17,7,1,3,1,25,1188
151124,12,3,2,0,1,27,345
151124,13,3,0,0,1,27,465
151124,15,2,0,0,1,28,833
151124,16,2,0,0,1,29,1092
151124,17,2,0,0,1,29,1245
151125,12,0,0,4,1,36,345
151125,13,0,1,4,1,36,465
151125,15,2,0,4,1,37,904
151125,16,2,0,4,1,38,1092
151125,17,2,0,4,1,38,1092
151127,12,3,1,4,1,29,405
151127,13,3,1,4,1,29,582
151127,14,3,4,4,1,30,722
151127,15,3,2,4,1,30,830
151127,16,3,1,4,1,31,1135
151127,17,3,1,4,1,31,1135
151129,12,7,0,4,1,37,426
151129,13,7,1,4,1,37,516
151129,14,7,0,4,1,38,738
151129,15,7,0,4,1,38,738
151129,16,7,0,4,1,39,1120
151130,13,7,0,3,1,32,520
151130,15,2,1,3,1,33,938
151130,16,2,0,3,1,33,1010
151130,17,2,0,3,1,34,1253
151131,15,1,0,1,1,26,486
151131,16,1,0,1,1,26,542
151131,17,1,0,1,1,26,542
151132,12,3,1,4,1,35,350
151132,13,3,3,4,1,36,465
151132,15,6,2,4,1,37,833
151132,16,6,0,4,1,37,1092
151132,17,6,1,4,1,37,1092
151133,12,2,3,4,1,41,345
151133,13,2,0,4,1,42,465
151137,12,2,1,4,1,30,345
151137,13,2,0,4,1,30,527
151137,15,6,3,4,1,31,835
151137,16,6,0,4,1,32,1089
151139,12,4,1,4,1,27,345
151139,13,4,0,4,1,27,465
151139,15,0,1,4,1,28,830
151139,16,0,0,4,1,29,1116
151141,12,2,3,4,1,42,345
151141,13,2,1,4,1,42,465
151141,14,2,0,4,1,43,722
151141,15,2,1,4,1,43,822
151141,16,2,0,4,1,44,1092
151141,17,2,2,4,1,44,1196
151144,12,4,0,4,1,24,350
151144,13,4,0,4,1,25,465
151144,16,1,0,4,1,26,1092
151145,12,1,1,4,1,28,345
151145,13,1,0,4,1,28,465
151146,12,0,1,3,0,28,405
151146,13,0,1,3,0,28,553
151146,14,0,0,3,0,29,722
151146,15,0,3,3,0,29,826
151146,16,0,0,3,0,30,1089
151146,17,0,0,3,0,30,1238
151147,12,3,0,4,1,27,343
151147,13,3,0,4,1,27,465
151149,12,7,0,4,1,24,369
151149,13,7,1,4,1,24,465
151149,15,6,0,4,1,25,833
151149,16,6,0,4,1,26,1092
151151,12,1,1,4,1,35,361
151151,13,1,1,4,1,36,592
151151,15,4,0,4,1,37,830
151151,16,4,0,4,1,37,1089
151152,12,5,2,5,1,30,372
151152,13,5,1,5,1,31,465
151152,15,3,1,5,1,32,830
151152,16,3,0,5,1,32,1110
151153,12,4,1,4,1,28,350
151153,13,4,0,4,1,28,465
151153,14,4,1,4,1,29,722
151153,15,4,0,4,1,29,722
156305,12,3,1,1,1,37,356
156305,13,3,0,1,1,37,419
156305,15,0,0,1,1,38,842
156305,16,0,0,1,1,39,989
156305,17,0,0,1,1,39,1143
156307,12,5,2,4,1,23,366
156307,13,5,1,4,1,23,419
156307,15,0,1,4,1,24,784
156307,16,0,0,4,1,24,964
156307,17,0,0,4,1,25,1166
156308,13,3,0,4,1,26,431
156308,14,3,1,4,1,26,601
156308,15,3,1,4,1,26,779
156308,16,3,0,4,1,27,964
156308,17,3,0,4,1,27,1150
156309,13,3,0,4,1,25,404
156309,14,3,0,4,1,26,586
156309,15,3,2,4,1,26,790
156309,16,3,2,4,1,27,949
156309,17,3,0,4,1,27,1124
161941,12,0,0,4,0,30,320
161941,13,0,3,4,0,30,407
161941,14,0,0,4,0,31,656
161941,15,0,0,4,0,31,796
161941,16,0,0,4,0,31,918
161941,17,0,4,4,0,32,1094
161942,12,3,0,4,1,27,320
161942,13,3,0,4,1,28,453
161942,14,3,1,4,1,28,555
161942,15,3,0,4,1,28,730
161942,16,3,1,4,1,29,918
161942,17,3,0,4,1,29,1151
161945,12,1,2,4,1,23,320
161945,13,1,3,4,1,24,509
161945,15,3,2,4,1,24,738
161945,16,3,2,4,1,25,918
161945,17,3,0,4,1,25,1093
161946,12,0,0,4,1,26,329
161946,13,0,1,4,1,26,373
161946,15,2,0,4,1,27,741
161946,16,2,0,4,1,27,918
161946,17,2,0,4,1,28,1104
161947,13,1,0,4,1,27,509
161947,16,1,1,4,1,29,1008
161947,17,1,0,4,1,29,1093
161948,12,5,0,4,1,23,310
161948,13,5,0,4,1,23,373
161948,14,5,0,4,1,24,555
161948,15,5,1,4,1,24,729
161948,16,5,1,4,1,25,918
161948,17,5,0,4,1,25,1120
161949,13,5,1,4,1,30,511
161949,14,5,4,4,1,30,555
161949,15,5,4,4,1,31,738
161949,16,5,0,4,1,31,918
161949,17,5,0,4,1,32,1093
161951,12,5,1,4,1,24,320
161951,13,5,1,4,1,25,488
161951,15,3,0,4,1,26,811
161951,16,3,0,4,1,26,918
161951,17,3,2,4,1,27,1133
161951,18,3,1,4,1,27,1356
161952,13,6,0,4,1,26,373
161952,15,0,0,4,1,27,742
161952,16,0,1,4,1,28,918
161952,17,0,0,4,1,28,1093
161953,13,5,0,4,1,26,373
161953,14,5,3,4,1,27,555
161953,15,5,1,4,1,27,730
161953,16,5,0,4,1,28,918
161953,17,5,0,4,1,28,1093
161955,15,2,0,4,1,26,436
161955,16,2,0,4,1,27,672
161955,17,2,1,4,1,27,728
161958,12,4,1,4,1,32,320
161958,13,4,0,4,1,32,432
163661,13,4,1,3,1,30,401
163661,15,2,0,3,1,31,768
163661,16,2,0,3,1,31,926
163661,17,2,0,3,1,32,1130
163667,16,7,0,4,1,26,428
163667,17,7,0,4,1,26,428
166461,13,4,0,3,1,31,303
166461,15,0,0,3,1,31,545
166461,16,0,4,3,1,32,722
166461,17,0,0,3,1,32,884
166477,13,0,1,4,1,29,380
166477,14,0,0,4,1,29,496
166477,15,0,2,4,1,30,735
166477,16,0,0,4,1,30,859
166477,17,0,0,4,1,31,1102
166478,13,6,1,4,1,35,369
166478,15,0,0,4,1,36,740
166478,16,0,0,4,1,36,902
166478,17,0,0,4,1,37,1102
166480,13,0,3,4,1,28,369
166480,15,2,0,4,1,29,787
166480,16,2,1,4,1,30,859
169413,13,5,0,1,1,28,338
