"","police_id","residual","predictions","complaints"
"1","109495",-0.468124055447898,-0.437538119255639,0
"2","109495",-0.413052622244706,-0.56269645630972,0
"3","109495",0.604799566635536,-0.606878393347178,1
"4","109495",-0.369899757549557,-0.673039412400714,0
"5","109495",-0.291077199497322,-0.912682933433263,0
"6","109495",0.708963163517226,-0.912821610778654,1
"7","109495",-0.244216070184787,-1.08821808880639,0
"8","109496",-0.68989445956794,-0.0497328270460364,0
"9","109496",2.28506517791982,-0.0140800751812399,3
"10","109496",-0.688108696641826,-0.0523246410309636,0
"11","109496",0.36082787687892,-0.126097674427749,1
"12","109496",-0.495747851264483,-0.380204022712471,0
"13","109496",-0.509915715884471,-0.352026006700975,0
"14","109496",-0.419625318513397,-0.546909241447432,0
"15","109498",0.521354013429146,-0.415310199326314,1
"16","109498",-0.461668940231495,-0.451423401159928,0
"17","109498",-0.423387077367078,-0.537984618653372,0
"18","109498",-0.337403404316469,-0.764992195876127,0
"19","109498",-0.341958699508665,-0.751581487690534,0
"20","109499",-0.494069242923994,-0.383595780562628,0
"21","109499",-0.467419881215186,-0.439043498828095,0
"22","109499",-0.442452325268153,-0.493938736653622,0
"23","109499",0.65172455382964,-0.733277777112441,1
"24","109499",-0.352977525180836,-0.719867068926848,0
"25","109501",1.42007320860689,-0.223369581952469,2
"26","109501",-0.561234015411614,-0.256133497475053,0
"27","109501",-0.519735547223214,-0.332951336609138,0
"28","109501",0.589955913065804,-0.570006772764982,1
"29","109501",-0.408740794126278,-0.573190255847673,0
"30","109501",-0.347081445023753,-0.736711991499943,0
"31","109502",0.131444710547813,0.180559788719165,1
"32","109502",0.0701126797703159,0.248791961973069,1
"33","109502",-0.862359486920765,0.173400766128288,0
"34","109502",1.54490684441388,-0.465769320243308,2
"35","109503",-0.421316491419192,-0.542887143448022,0
"36","109503",-0.44115196314206,-0.496882052076406,0
"37","109503",0.574624749672919,-0.53329973448375,1
"38","109503",-0.394943203932149,-0.60752948874113,0
"39","109504",2.87310378836939,0.440950961400546,4
"40","109504",-0.3318126981793,0.608024768440041,1
"41","109504",-0.42585711698206,0.676256941693945,1
"42","109504",0.67163464323351,0.605432954455114,2
"43","109504",0.787150020034286,0.514456768642586,2
"44","109505",1.64586012661751,0.624650296174001,3
"45","109505",-1.44976089993074,0.692882469427904,0
"46","109505",1.63094044963906,0.635607867720057,3
"47","109505",-0.261475762817124,0.553766099119428,1
"48","109505",0.999444596008277,0.322039073003858,2
"49","109505",-1.01406393758391,0.335449781189451,0
"50","109505",-0.846661381909194,0.155029373695167,0
"51","109507",0.444674988654685,-0.26671790741656,1
"52","109507",-0.657906747398522,-0.0972082557872248,0
"53","109507",0.318628968768904,-0.0621644650698882,1
"54","109507",0.354988443556202,-0.117003222187895,1
"55","109507",-0.604637809886833,-0.181641838372781,0
"56","109507",-0.479430101861187,-0.413673345062081,0
"57","109507",-0.485976884105639,-0.400110396589623,0
"58","109507",1.59424860206238,-0.580530804083907,2
"59","109510",-0.300775004278852,-0.879908964644614,0
"60","109510",-0.290151015225691,-0.915869926191363,0
"61","109510",-0.269393133449317,-0.990099680448743,0
"62","109510",-0.21201997556489,-1.22959096119443,0
"63","109510",-0.214915180947508,-1.21602801272197,0
"64","109510",-0.179436796192374,-1.39644842021625,0
"65","109512",-0.358763442072087,-0.703608220227925,0
"66","109512",0.657368880505389,-0.749617040707763,1
"67","109512",-0.321331249112903,-0.813798936032054,0
"68","109512",-0.250978988549411,-1.06090223112099,0
"69","109512",-0.256350125420627,-1.03972726830528,0
"70","109512",-0.214031624039744,-1.22014767579956,0
"71","109513",0.482862186427047,-0.337962052832828,1
"72","109513",0.464662990533103,-0.303374982976087,1
"73","109513",-0.520453093530733,-0.331571689892721,0
"74","109513",-0.27257605202985,-0.978353790607567,0
