"","grpvar","term","grp","condval","condsd"
"78","police_id","(Intercept)","134882",-0.273910938033925,0.297794386146471
"79","police_id","(Intercept)","134884",-0.455887024919437,0.297794386146471
"80","police_id","(Intercept)","134885",-0.110345796219723,0.314562173338915
"81","police_id","(Intercept)","134886",0.318622566310981,0.314562173338915
"82","police_id","(Intercept)","134889",-0.335353232424865,0.334523951544286
"83","police_id","(Intercept)","134892",-0.277936977984973,0.283450634536651
"84","police_id","(Intercept)","134893",-0.217669925625208,0.283450634536651
"85","police_id","(Intercept)","134895",1.39385006250696,0.270998037554074
"86","police_id","(Intercept)","134898",-0.230951154644762,0.297794386146471
"87","police_id","(Intercept)","134899",-0.392289421953264,0.283450634536651
"88","police_id","(Intercept)","134901",-0.274417529626931,0.334523951544286
"89","police_id","(Intercept)","134902",0.189858890440501,0.358842240538798
"90","police_id","(Intercept)","134903",0.177725178575464,0.270998037554074
"91","police_id","(Intercept)","137872",0.126156665579986,0.283450634536651
"92","police_id","(Intercept)","140777",-0.262524326986896,0.297794386146471
"93","police_id","(Intercept)","140779",-0.295288983290224,0.283450634536651
"94","police_id","(Intercept)","140781",-0.154812118060125,0.389373695825199
"95","police_id","(Intercept)","140784",0.0136818344069933,0.314562173338915
"96","police_id","(Intercept)","140786",-0.255799845933143,0.283450634536651
"97","police_id","(Intercept)","140787",-0.311142573341227,0.283450634536651
"98","police_id","(Intercept)","140788",-0.114609202875881,0.297794386146471
"99","police_id","(Intercept)","140789",0.03191518238552,0.297794386146471
"100","police_id","(Intercept)","140790",0.196778797567531,0.314562173338915
"101","police_id","(Intercept)","140791",-0.338580009189193,0.297794386146471
"102","police_id","(Intercept)","140792",-0.319619293409671,0.334523951544286
"103","police_id","(Intercept)","140796",-0.390379899413498,0.297794386146471
"104","police_id","(Intercept)","140800",-0.408807251055294,0.283450634536651
"105","police_id","(Intercept)","140803",0.0503661193345674,0.389373695825199
"106","police_id","(Intercept)","140804",-0.0163347716960179,0.297794386146471
"107","police_id","(Intercept)","140805",-0.375251436803727,0.283450634536651
"108","police_id","(Intercept)","140806",0.354192732363638,0.297794386146471
"109","police_id","(Intercept)","140808",-0.00387628966744231,0.283450634536651
"110","police_id","(Intercept)","146768",0.174984366224916,0.358842240538798
"111","police_id","(Intercept)","146772",-0.11573444180116,0.283450634536651
"112","police_id","(Intercept)","146773",-0.186020963189373,0.297794386146471
"113","police_id","(Intercept)","146774",0.256274652868602,0.314562173338915
"114","police_id","(Intercept)","146775",0.0225971552627274,0.314562173338915
"115","police_id","(Intercept)","146777",-0.310717276180022,0.297794386146471
"116","police_id","(Intercept)","151122",-0.0706186677876869,0.314562173338915
"117","police_id","(Intercept)","151123",0.0125857069186305,0.283450634536651
"118","police_id","(Intercept)","151124",-0.191501437172193,0.297794386146471
"119","police_id","(Intercept)","151125",-0.236915093169287,0.297794386146471
"120","police_id","(Intercept)","151127",0.4989054973246,0.283450634536651
"121","police_id","(Intercept)","151129",-0.185724068929767,0.297794386146471
"122","police_id","(Intercept)","151130",-0.161410528084176,0.314562173338915
"123","police_id","(Intercept)","151131",-0.310637963133389,0.334523951544286
"124","police_id","(Intercept)","151132",0.369836728544308,0.297794386146471
"125","police_id","(Intercept)","151133",0.240661159590633,0.358842240538798
"126","police_id","(Intercept)","151137",0.13535883385892,0.314562173338915
"127","police_id","(Intercept)","151139",-0.13670115645924,0.314562173338915
"128","police_id","(Intercept)","151141",0.334836035417554,0.283450634536651
"129","police_id","(Intercept)","151144",-0.311216621029586,0.334523951544286
"130","police_id","(Intercept)","151145",-0.08827987969266,0.358842240538798
"131","police_id","(Intercept)","151146",0.0641382692588699,0.283450634536651
"132","police_id","(Intercept)","151147",-0.277966736662297,0.358842240538798
"133","police_id","(Intercept)","151149",-0.212980637520595,0.314562173338915
"134","police_id","(Intercept)","151151",-0.0789274722998208,0.314562173338915
"135","police_id","(Intercept)","151152",-0.031676912985794,0.314562173338915
"136","police_id","(Intercept)","151153",-0.13027644401132,0.314562173338915
"137","police_id","(Intercept)","156305",-0.359939004745787,0.297794386146471
"138","police_id","(Intercept)","156307",-0.00279990865349459,0.297794386146471
"139","police_id","(Intercept)","156308",-0.20072523486658,0.297794386146471
"140","police_id","(Intercept)","156309",0.00572647247020437,0.297794386146471
"141","police_id","(Intercept)","161941",0.267765771625451,0.283450634536651
"142","police_id","(Intercept)","161942",-0.263524588656702,0.283450634536651
"143","police_id","(Intercept)","161945",0.534509508580662,0.297794386146471
"144","police_id","(Intercept)","161946",-0.27607791792859,0.297794386146471
"145","police_id","(Intercept)","161947",-0.121071482539773,0.334523951544286
"146","police_id","(Intercept)","161948",-0.254744455053266,0.283450634536651
"147","police_id","(Intercept)","161949",0.564761076802089,0.297794386146471
"148","police_id","(Intercept)","161951",0.065860098112413,0.283450634536651
"149","police_id","(Intercept)","161952",-0.232228239896862,0.314562173338915
"150","police_id","(Intercept)","161953",0.0321286802891297,0.297794386146471
"151","police_id","(Intercept)","161955",-0.110577335789592,0.334523951544286
"152","police_id","(Intercept)","161958",-0.0972251180067237,0.358842240538798
"153","police_id","(Intercept)","163661",-0.186165985635414,0.314562173338915
"154","police_id","(Intercept)","163667",-0.163149119534467,0.358842240538798
"155","police_id","(Intercept)","166461",0.115058999379387,0.314562173338915
"156","police_id","(Intercept)","166477",-0.0892149116255742,0.297794386146471
"157","police_id","(Intercept)","166478",-0.203973589214441,0.314562173338915
"158","police_id","(Intercept)","166480",0.244239502702589,0.334523951544286
"159","police_id","(Intercept)","169413",-0.0759595339637896,0.314562173338915
"160","police_id","(Intercept)","169414",0.176237314137482,0.314562173338915
"161","police_id","(Intercept)","169415",0.20721118450323,0.389373695825199
"162","police_id","(Intercept)","169419",0.0846053375450676,0.334523951544286
"163","police_id","(Intercept)","169421",0.238917370625324,0.314562173338915
"164","police_id","(Intercept)","169422",-0.253668219591579,0.314562173338915
"165","police_id","(Intercept)","169423",-0.40860680641792,0.297794386146471
"166","police_id","(Intercept)","169424",0.386411475301766,0.358842240538798
"167","police_id","(Intercept)","169425",0.324711674273732,0.314562173338915
"168","police_id","(Intercept)","169426",-0.0403963474281772,0.314562173338915
"169","police_id","(Intercept)","173950",0.642071526700297,0.358842240538798
"170","police_id","(Intercept)","173951",0.0248705839154885,0.314562173338915
"171","police_id","(Intercept)","173952",-0.258693860599065,0.334523951544286
"172","police_id","(Intercept)","175719",0.239819847708967,0.314562173338915
"173","police_id","(Intercept)","175720",-0.243865699490357,0.314562173338915
"174","police_id","(Intercept)","177281",0.21561339915714,0.314562173338915
"175","police_id","(Intercept)","177282",0.435818211566585,0.334523951544286
"176","police_id","(Intercept)","177284",-0.237757504341568,0.314562173338915
"177","police_id","(Intercept)","178065",0.107375261281965,0.358842240538798
"178","police_id","(Intercept)","179575",0.385340738099549,0.358842240538798
"179","police_id","(Intercept)","179576",-0.279684500951751,0.358842240538798
"180","police_id","(Intercept)","179577",0.0886419195957703,0.334523951544286
"181","police_id","(Intercept)","179580",-0.35183367295184,0.314562173338915
"182","police_id","(Intercept)","179581",0.0803963879584174,0.334523951544286
"183","police_id","(Intercept)","179582",0.521941696132508,0.358842240538798
"184","police_id","(Intercept)","179583",0.202451641942105,0.297794386146471
"185","police_id","(Intercept)","179585",-0.189452236816487,0.297794386146471
"186","police_id","(Intercept)","179591",0.0732996378118375,0.358842240538798
"187","police_id","(Intercept)","179592",0.122290842121856,0.297794386146471
"188","police_id","(Intercept)","179593",-0.245228599658107,0.314562173338915
"189","police_id","(Intercept)","179596",0.22604255334023,0.314562173338915
"190","police_id","(Intercept)","179598",-0.318870536622438,0.334523951544286
"191","police_id","(Intercept)","179599",0.129746295071394,0.314562173338915
"192","police_id","(Intercept)","179600",0.178390588846161,0.358842240538798
"193","police_id","(Intercept)","179602",-0.202344703793794,0.358842240538798
"194","police_id","(Intercept)","179603",0.0142143782827188,0.334523951544286
"195","police_id","(Intercept)","179604",0.37196640981351,0.334523951544286
"196","police_id","(Intercept)","179606",0.0187261027793955,0.314562173338915
"197","police_id","(Intercept)","179607",0.209516445405988,0.334523951544286
"198","police_id","(Intercept)","179608",0.394388556428361,0.358842240538798
"199","police_id","(Intercept)","179609",0.820451213040395,0.297794386146471
"200","police_id","(Intercept)","179610",-0.17062796444824,0.334523951544286
"201","police_id","(Intercept)","184870",-0.0415910516061401,0.334523951544286
"202","police_id","(Intercept)","187875",-0.209796513240852,0.358842240538798
"203","police_id","(Intercept)","187882",-0.00167381184568522,0.358842240538798
"204","police_id","(Intercept)","188684",0.587776304693329,0.389373695825199
"205","police_id","(Intercept)","191569",-0.137696347325633,0.334523951544286
"206","police_id","(Intercept)","191571",-0.0188220756000171,0.334523951544286
"207","police_id","(Intercept)","191572",-0.0833383758265174,0.334523951544286
"208","police_id","(Intercept)","191573",0.256305273420083,0.334523951544286
"209","police_id","(Intercept)","191575",0.258320507132423,0.334523951544286
"210","police_id","(Intercept)","191578",-0.00697774319558866,0.334523951544286
"211","police_id","(Intercept)","191782",-0.139888505874227,0.314562173338915
"212","police_id","(Intercept)","191786",-0.159974695829604,0.334523951544286
"213","police_id","(Intercept)","192376",0.0906290251586475,0.314562173338915
"214","police_id","(Intercept)","192377",-0.290594242201514,0.334523951544286
"215","police_id","(Intercept)","192378",0.230110605050624,0.334523951544286
"216","police_id","(Intercept)","192379",0.496855195395526,0.334523951544286
"217","police_id","(Intercept)","192871",0.407449764060059,0.334523951544286
"218","police_id","(Intercept)","192872",0.152827034621805,0.334523951544286
"219","police_id","(Intercept)","192873",-0.24483083896371,0.334523951544286
"220","police_id","(Intercept)","197047",-0.059383226846775,0.334523951544286
"221","police_id","(Intercept)","197050",1.04648108923825,0.334523951544286
"222","police_id","(Intercept)","197053",0.35967237107028,0.334523951544286
"223","police_id","(Intercept)","197054",0.175684576454078,0.334523951544286
"224","police_id","(Intercept)","197055",-0.119416609179331,0.334523951544286
"225","police_id","(Intercept)","197056",0.501478194389472,0.334523951544286
"226","police_id","(Intercept)","197057",-0.117520380102994,0.389373695825199
"227","police_id","(Intercept)","197058",-0.0850238879557719,0.334523951544286
"228","police_id","(Intercept)","197059",-0.129113205425479,0.334523951544286
"229","police_id","(Intercept)","197060",0.311225787156762,0.314562173338915
"230","police_id","(Intercept)","197063",0.180209825286112,0.334523951544286
"231","police_id","(Intercept)","197064",-0.242408526431411,0.334523951544286
"232","police_id","(Intercept)","197065",-0.195522522555385,0.358842240538798
"233","police_id","(Intercept)","197066",0.0508060972596784,0.334523951544286
"234","police_id","(Intercept)","197067",0.151119864563644,0.334523951544286
"235","police_id","(Intercept)","197068",0.420460270712014,0.314562173338915
"236","police_id","(Intercept)","197070",-0.0908007227904298,0.314562173338915
"237","police_id","(Intercept)","197073",-0.0236687950190061,0.334523951544286
"238","police_id","(Intercept)","197074",-0.243809221838744,0.334523951544286
"239","police_id","(Intercept)","197075",-0.268221156574116,0.334523951544286
"240","police_id","(Intercept)","197076",-0.277555632012851,0.334523951544286
"241","police_id","(Intercept)","197077",0.0993961123407096,0.358842240538798
"242","police_id","(Intercept)","197141",-0.283873269466157,0.334523951544286
"243","police_id","(Intercept)","197435",-0.0987435300618106,0.334523951544286
"244","police_id","(Intercept)","197437",-0.100681747352734,0.334523951544286
"245","police_id","(Intercept)","206672",0.0918046367711614,0.334523951544286
"246","police_id","(Intercept)","206674",-0.204217369562351,0.358842240538798
"247","police_id","(Intercept)","206675",0.14717590380763,0.334523951544286
"248","police_id","(Intercept)","206676",0.329117425251216,0.334523951544286
"249","police_id","(Intercept)","206678",-0.256207739619188,0.358842240538798
"250","police_id","(Intercept)","206680",-0.288810893566872,0.334523951544286
"251","police_id","(Intercept)","206681",-0.263992582132911,0.334523951544286
"252","police_id","(Intercept)","206682",-0.0649879161526216,0.334523951544286
"253","police_id","(Intercept)","206683",1.03327885871597,0.334523951544286
"254","police_id","(Intercept)","206958",0.108001801781339,0.334523951544286
"255","police_id","(Intercept)","206959",0.0237855039185316,0.389373695825199
"256","police_id","(Intercept)","206962",0.0961163478267782,0.358842240538798
"257","police_id","(Intercept)","206963",-0.146437921071832,0.358842240538798
"258","police_id","(Intercept)","206964",0.563626264740869,0.334523951544286
"259","police_id","(Intercept)","206967",-0.191541429416271,0.358842240538798
"260","police_id","(Intercept)","209184",-0.110672034197865,0.389373695825199
"261","police_id","(Intercept)","209189",0.586402549978894,0.389373695825199
"262","police_id","(Intercept)","212307",-0.0411918010188149,0.334523951544286
"263","police_id","(Intercept)","212308",-0.126731692925029,0.389373695825199
"264","police_id","(Intercept)","212309",0.228860113659921,0.334523951544286
"265","police_id","(Intercept)","212310",-0.173477224999718,0.334523951544286
"266","police_id","(Intercept)","212311",0.0810261562993889,0.358842240538798
"267","police_id","(Intercept)","212312",-0.0302836709396047,0.334523951544286
"268","police_id","(Intercept)","212313",-0.253846388681801,0.334523951544286
"269","police_id","(Intercept)","212314",-0.199630677363467,0.358842240538798
"270","police_id","(Intercept)","212315",-0.2590616282532,0.334523951544286
"271","police_id","(Intercept)","212316",-0.119289558531124,0.334523951544286
"272","police_id","(Intercept)","212318",-0.0298316308878,0.358842240538798
"273","police_id","(Intercept)","212321",0.404324945770443,0.358842240538798
"274","police_id","(Intercept)","212322",-0.167081069375934,0.389373695825199
"275","police_id","(Intercept)","212323",0.00994606350417319,0.334523951544286
"276","police_id","(Intercept)","212325",0.117447727762838,0.358842240538798
"277","police_id","(Intercept)","212327",-0.0460015239835788,0.358842240538798
"278","police_id","(Intercept)","212330",0.407254589260713,0.358842240538798
"279","police_id","(Intercept)","212331",0.404450350386883,0.358842240538798
"280","police_id","(Intercept)","212333",0.132449194212433,0.358842240538798
"281","police_id","(Intercept)","212334",0.133575991082951,0.358842240538798
"282","police_id","(Intercept)","212335",-0.131127305268351,0.389373695825199
"283","police_id","(Intercept)","212336",-0.173826571118086,0.358842240538798
"284","police_id","(Intercept)","212337",-0.0680084125306414,0.334523951544286
"285","police_id","(Intercept)","212338",0.099353944562267,0.334523951544286
"286","police_id","(Intercept)","212339",0.531090468062511,0.358842240538798
"287","police_id","(Intercept)","212341",0.215426611106434,0.389373695825199
"288","police_id","(Intercept)","212342",0.738197995788188,0.358842240538798
"289","police_id","(Intercept)","212343",-0.104172435975236,0.334523951544286
"290","police_id","(Intercept)","212344",0.808272023581779,0.334523951544286
"291","police_id","(Intercept)","212345",-0.251932256204972,0.334523951544286
"292","police_id","(Intercept)","212346",0.0531400073000531,0.389373695825199
"293","police_id","(Intercept)","212347",0.11741058155889,0.358842240538798
"294","police_id","(Intercept)","212348",-0.080461309571161,0.334523951544286
"295","police_id","(Intercept)","212349",-0.0697932727067878,0.358842240538798
"296","police_id","(Intercept)","212350",-0.251880862708411,0.334523951544286
"297","police_id","(Intercept)","215193",-0.0747009999557914,0.314562173338915
"298","police_id","(Intercept)","215207",-0.138461274294863,0.250337952989623
"299","police_id","(Intercept)","215211",-0.226112587189345,0.203498755197018
"300","police_id","(Intercept)","216219",-0.19891313176931,0.241635012714828
"301","police_id","(Intercept)","216863",0.246113113445813,0.358842240538798
"302","police_id","(Intercept)","216864",-0.15075578017249,0.214139735449099
"303","police_id","(Intercept)","216865",-0.215788140101273,0.226645987935752
"304","police_id","(Intercept)","216867",-0.0541945877077588,0.389373695825199
"305","police_id","(Intercept)","216868",-0.0641059517772189,0.220126860079304
"306","police_id","(Intercept)","216871",0.224070107287477,0.297794386146471
"307","police_id","(Intercept)","216873",0.0551503317899068,0.389373695825199
"308","police_id","(Intercept)","217266",-0.152644903806663,0.283450634536651
"309","police_id","(Intercept)","217370",0.0513424026991912,0.358842240538798
"310","police_id","(Intercept)","217376",-0.0901283254992568,0.297794386146471
"311","police_id","(Intercept)","217478",-0.364133777464661,0.203498755197018
"312","police_id","(Intercept)","217537",-0.139519742328388,0.297794386146471
"313","police_id","(Intercept)","217837",-0.0971274642180358,0.220126860079304
"314","police_id","(Intercept)","217844",-0.0367563515366006,0.297794386146471
"315","police_id","(Intercept)","218126",0.417970154165146,0.283450634536651
"316","police_id","(Intercept)","218192",-0.0529148158126834,0.23378088180157
"317","police_id","(Intercept)","218794",-0.164277391351281,0.220126860079304
"318","police_id","(Intercept)","219067",-0.0337926302843642,0.26005450144911
"319","police_id","(Intercept)","219429",0.0376848629914826,0.334523951544286
"320","police_id","(Intercept)","219832",-0.0937784355819539,0.23378088180157
"321","police_id","(Intercept)","220200",0.0447430093387366,0.26005450144911
"322","police_id","(Intercept)","220235",-0.0885359863696639,0.270998037554074
"323","police_id","(Intercept)","220370",1.1523476188191,0.358842240538798
"324","police_id","(Intercept)","220373",-0.120891456811824,0.203498755197018
"325","police_id","(Intercept)","220406",0.00431648452156552,0.334523951544286
"326","police_id","(Intercept)","220884",0.531333007847595,0.214139735449099
"327","police_id","(Intercept)","221154",-0.136315413656397,0.226645987935752
"328","police_id","(Intercept)","221966",0.337905362577559,0.334523951544286
"329","police_id","(Intercept)","221969",-0.12344583253479,0.334523951544286
"330","police_id","(Intercept)","222047",-0.0639859384832229,0.203498755197018
"331","police_id","(Intercept)","222067",-0.0646200922806658,0.283450634536651
"332","police_id","(Intercept)","222544",-0.161048870786469,0.203498755197018
"333","police_id","(Intercept)","222647",0.144899533695396,0.214139735449099
"334","police_id","(Intercept)","222879",-0.324822317974641,0.214139735449099
"335","police_id","(Intercept)","223104",-0.17292283166749,0.26005450144911
"336","police_id","(Intercept)","223305",0.0221238663097632,0.314562173338915
"337","police_id","(Intercept)","223378",-0.306301296024004,0.26005450144911
"338","police_id","(Intercept)","223380",1.66282922266103,0.26005450144911
"339","police_id","(Intercept)","223502",0.0763960312420913,0.203498755197018
"340","police_id","(Intercept)","223604",-0.0631679985555274,0.283450634536651
"341","police_id","(Intercept)","223956",-0.126871373615467,0.358842240538798
"342","police_id","(Intercept)","223958",-0.20984709744065,0.297794386146471
"343","police_id","(Intercept)","224305",0.655019249821388,0.241635012714828
"344","police_id","(Intercept)","224366",0.039366339767724,0.389373695825199
"345","police_id","(Intercept)","224368",1.61043118862971,0.250337952989623
"346","police_id","(Intercept)","224372",0.398738061383886,0.283450634536651
"347","police_id","(Intercept)","224374",-0.221510470665345,0.270998037554074
"348","police_id","(Intercept)","224376",0.66039899148003,0.26005450144911
"349","police_id","(Intercept)","224377",0.0481964900452386,0.23378088180157
"350","police_id","(Intercept)","224381",-0.0256847403262956,0.358842240538798
"351","police_id","(Intercept)","224383",-0.0920512397166363,0.26005450144911
"352","police_id","(Intercept)","224384",-0.0488303596059477,0.26005450144911
"353","police_id","(Intercept)","224386",-0.277340517644052,0.250337952989623
"354","police_id","(Intercept)","224391",-0.167846642029033,0.203498755197018
"355","police_id","(Intercept)","224392",-0.122389289744532,0.314562173338915
"356","police_id","(Intercept)","224395",0.0278615338968932,0.358842240538798
"357","police_id","(Intercept)","224401",-0.33968975070828,0.208615981723647
"358","police_id","(Intercept)","224412",0.115039767662849,0.334523951544286
"359","police_id","(Intercept)","224441",0.0512788983789057,0.241635012714828
"360","police_id","(Intercept)","224447",-0.267642637178745,0.203498755197018
"361","police_id","(Intercept)","224448",-0.0794079246482301,0.314562173338915
"362","police_id","(Intercept)","224452",0.156481353477764,0.297794386146471
"363","police_id","(Intercept)","224454",-0.188287609148939,0.358842240538798
"364","police_id","(Intercept)","224455",-0.216941064205384,0.241635012714828
"365","police_id","(Intercept)","224456",-0.137271748950552,0.208615981723647
"366","police_id","(Intercept)","224459",1.02248151226935,0.208615981723647
"367","police_id","(Intercept)","224461",-0.0635646727132773,0.297794386146471
"368","police_id","(Intercept)","224464",0.256529132577612,0.220126860079304
"369","police_id","(Intercept)","224484",-0.131200610198309,0.203498755197018
"370","police_id","(Intercept)","224486",0.303090186829513,0.23378088180157
"371","police_id","(Intercept)","224488",1.16920791911412,0.314562173338915
"372","police_id","(Intercept)","224491",-0.0524330016394903,0.208615981723647
"373","police_id","(Intercept)","224497",0.660353223741216,0.220126860079304
"374","police_id","(Intercept)","224506",-0.00463541990322704,0.250337952989623
"375","police_id","(Intercept)","224529",-0.147126433349154,0.203498755197018
"376","police_id","(Intercept)","224530",-0.136853004342964,0.270998037554074
"377","police_id","(Intercept)","224531",-0.369932307548551,0.214139735449099
"378","police_id","(Intercept)","224538",0.0198472962591867,0.334523951544286
"379","police_id","(Intercept)","224544",-0.0164738461208354,0.297794386146471
"380","police_id","(Intercept)","224550",-0.145619662114236,0.250337952989623
"381","police_id","(Intercept)","224552",-0.0402412956718432,0.314562173338915
"382","police_id","(Intercept)","224566",-0.0762550537835444,0.23378088180157
"383","police_id","(Intercept)","224567",0.30810871009841,0.203498755197018
"384","police_id","(Intercept)","224569",0.275350987755486,0.314562173338915
"385","police_id","(Intercept)","224572",0.308112632050283,0.214139735449099
"386","police_id","(Intercept)","224575",-0.182577599289217,0.208615981723647
"387","police_id","(Intercept)","224607",-0.126654586207955,0.314562173338915
"388","police_id","(Intercept)","224613",-0.307616636467962,0.283450634536651
"389","police_id","(Intercept)","224623",-0.0707970333183668,0.297794386146471
"390","police_id","(Intercept)","224624",-0.0406872615381434,0.358842240538798
"391","police_id","(Intercept)","224626",-0.0330683548968262,0.203498755197018
"392","police_id","(Intercept)","224629",-0.0221263786353801,0.208615981723647
"393","police_id","(Intercept)","224640",0.981312337822112,0.214139735449099
"394","police_id","(Intercept)","224645",-0.0700854425606732,0.358842240538798
"395","police_id","(Intercept)","224664",-0.111547230022748,0.297794386146471
"396","police_id","(Intercept)","224671",-0.0050181823505522,0.358842240538798
"397","police_id","(Intercept)","224672",-0.0326784318248019,0.270998037554074
"398","police_id","(Intercept)","224673",0.481236317026025,0.270998037554074
"399","police_id","(Intercept)","224676",-0.0109317342443067,0.314562173338915
"400","police_id","(Intercept)","224687",-0.0252547328651817,0.389373695825199
"401","police_id","(Intercept)","224696",0.102026534969598,0.358842240538798
"402","police_id","(Intercept)","224701",0.242981407381096,0.214139735449099
"403","police_id","(Intercept)","224702",-0.0284821723986155,0.283450634536651
"404","police_id","(Intercept)","224704",-0.0913930632102627,0.214139735449099
"405","police_id","(Intercept)","224790",-0.0698541302670565,0.220126860079304
"406","police_id","(Intercept)","224791",-0.139051801389025,0.270998037554074
"407","police_id","(Intercept)","224793",-0.327458651074761,0.203498755197018
"408","police_id","(Intercept)","224794",-0.124118409193962,0.214139735449099
"409","police_id","(Intercept)","224796",-0.0582251859225655,0.226645987935752
"410","police_id","(Intercept)","224797",-0.054983087205943,0.23378088180157
"411","police_id","(Intercept)","224802",-0.0576046961312061,0.250337952989623
