"","police_id","n"
"1661","887584",8
"1662","887585",3
"1663","887586",7
"1664","887588",6
"1665","887591",7
"1666","887592",7
"1667","887593",8
"1668","887594",8
"1669","887595",7
"1670","887597",7
"1671","887598",8
"1672","887600",9
"1673","887601",6
"1674","887603",7
"1675","887606",5
"1676","887607",7
"1677","887608",4
"1678","887609",7
"1679","902543",7
"1680","902544",7
"1681","902545",1
"1682","905536",7
"1683","905552",8
"1684","909473",3
"1685","909476",7
"1686","909477",2
"1687","909479",3
"1688","909480",9
"1689","909481",6
"1690","909483",5
"1691","909484",1
"1692","909485",6
"1693","909486",5
"1694","909488",6
"1695","909489",7
"1696","909491",8
"1697","909494",7
"1698","909497",6
"1699","909500",4
"1700","909501",8
"1701","909502",8
"1702","921609",6
